,Country code,Probability to Vote,Left-Right Placement,,Party name used in questionnaire,Party name in English,Mean Left-Right,"Mean EU integration
stance",Party code for vote choice in EP 2014,Party code for vote choice in EP 2014,Party Code in EMCS,Party Code in CHES,Party code in vote choice/id questions,,,
SI,1705,qpp8_6,qpp14_6,,Nova Slovenija (NSI),New Slovene Christian People's Party,8.79,5.61,1705001,,97522,2905,1705522*,6,,
SI,1705,qpp8_7,qpp14_7,,Liberalna demokracija Slovenije (LDS),Liberal Democracy of Slovenia,3.49,4.40,,,97421,,1705421,9,9,10
SI,1705,qpp8_8,qpp14_8,,Slovenska ljudska stranka  (SLS),Slovenian People's Party,7.64,5.60,1705001,,97620,2904,1705521,7,11,12
SI,1705,,,,Zares - socialno liberalni (Zares),Zares - Social Liberals,,,1705324,4,97431,,1705324,10,3,4
SI,1705,,,,Koalicija Nova Slovenija + Slovenska ljudska stranka (Koalicija NSi + SLS),Coalition New Slovenia (1705522) + Slovenian People's Party (1705521),,,1705001,7,,2905+2904,,,,
SI,1705,,,,Slovenska Nacionalna Stranka (SNS),Slovenian National Party,,,1705710,10,,,1705710,8,8,9
SI,1705,,,,Kacin - Konkretno (Kacin-Konkretno),Kacin Concrete,,,20,2,,,,,,
SI,1705,,,,Solidarnost (Solidarnost),Solidarity,,,20,9,,,,,,
SI,1705,,,,Sanjska služba,Dream Job,,,20,12,,,,,,
SI,1705,,,,Stranka Slovenskega naroda (SSN),Party of Slovenian People,,,20,13,,,,,,
SI,1705,,,,Zeleni Slovenije (ZS),Greens of Slovenia,,,20,14,,,,,,
SI,1705,,,,Združena levica (ZL),United Left,,,20,15,,2912,,,,
SI,1705,,,,Piratska stranka,Slovenian Pirate Party,,,20,16,,,,,,
SI,1705,,,,TRS - Stranka za trajnostni razvoj Slovenije,Party for the Sustainable Development of Slovenia,,,,,,,20,11,12,13
SI,1705,,,,DSD - Demokratična stranka dela,Democratic Labour Party,,,,,,,20,12,13,14
SI,1705,,,,Gibanje za Slovenijo,Movement for Slovenia,,,,,,,20,13,14,15
SI,1705,,,,NSI (Nova Slovenija - krščanski demokrati),New Slovenia - Christian Democrats,,,,,,,20,,10,11
SI,1705,,,,Verjamem (Verjamem),I believe,,,1705100,11,,,,,,
SI,1705,,,,SMS - Zeleni,Youth Party - European Greens,,,,,,,1705952,14,15,16
,,,,,,,,,,,,,,,,
Slovakia,,,,,,,,,,,,,,,,
SK,1703,qpp8_1,qpp14_1,,Kresťanskodemokratické hnutie (KDH),Christian Democratic Movement,7.68,4.85,1703521,1,96521,2805,1703521,1,1,2
SK,1703,qpp8_2,qpp14_2,,Slovenská demokratická a kresťanská únia – Demokratická strana  (SDKÚ–DS),Democratic Party,8.23,5.00,1703523,2,96523,2802,1703523,2,2,3
SK,1703,qpp8_3,qpp14_3,,Strana mad'arskej koalície - Magyar Koalíció Pártja (SMK–MKP),Party of the Hungarian Community,7.34,6.27,1703954,6,96955,2804,1703954,3,6,7
SK,1703,qpp8_4,qpp14_4,,Smer–sociálna demokracia  (Smer-SD),Direction - Social Democracy,3.21,4.65,1703423,5,96423,2803,1703423,4,5,6
SK,1703,qpp8_5,qpp14_5,,Nová väčšina - Dohoda (NOVA),New Majority,7.34,6.33,1703610,8,,2815,1703610***,,8,9
SK,1703,qpp8_6,qpp14_6,,Sloboda a Solidarita (SaS),Freedom and Solidarity,7.53,5.61,1703440,3,,2812,1703440,6,3,4
SK,1703,qpp8_7,qpp14_7,,Obyčajní Ľudia a nezávislé osobnosti  (OĽaNO),Ordinary People and Independent Personalities,6.97,4.40,1703620,7,,2814,1703620,7,7,8
SK,1703,qpp8_8,qpp14_8,,Most–Híd,Bridge,7.39,5.60,1703955,9,,2813,1703955,8,9,10
SK,1703,,,,Slovenská národná strana (SNS),Slovakian National Party,,,1703710,4,96710,2809,1703710,5,4,5
SK,1703,,,,Komunistická strana Slovenska,Communist Party of Slovakia,,,1703222,11,96222,,1703222,10,11,12
SK,1703,,,,Ľudová strana Naše Slovensko (ĽSNS),People's Party Our Slovakia,,,20,10,,,,9,10,11
SK,1703,,,,Strana demokratického Slovenska,Party of Democratic Slovakia,,,20,12,,,,,12,13
SK,1703,,,,Zmena zdola - demokratická únia (Zmena zdola DÚ),Change from the Bottom - Democratic Union of Slovakia,,,20,13,,,20,,13,14
SK,1703,,,,Národ a Spravodlivosť - Naša strana,Nation and Justice - Our Party,,,20,14,,,20,,14,15
SK,1703,,,,PRÁVO A SPRAVODLIVOSŤ,Law and Justice,,,20,15,,,20,,15,16
SK,1703,,,,Slovenská ľudová strana,Slovak People's Party,,,20,16,,,20,,16,17
SK,1703,,,,Strana zelených,Green Party,,,20,17,,,20,11,17,18
,,,,,,,,,,,,,,,,
UK ,,,,,,,,,,,,,,,,
UK,1826,qpp8_1,qpp14_1,,Conservative  (Con),Conservative Party,8.13,4.99,1826620,6,51620,1101,1826620,1,1,2
UK,1826,qpp8_2,qpp14_2,,Labour Party (Lab),Labour Party,4.30,5.80,1826320,7,51320,1102,1826320,2,2,3
UK,1826,qpp8_3,qpp14_3,,Liberal Democrats (LD),Liberal Democrats,5.45,5.59,1826421,12,51421,1104,1826421,3,7,8
UK,1826,qpp8_4,qpp14_4,,Green Party (GP),Green Party,4.69,5.75,1826110,13,51110,1107,1826110,7,8,9
UK,1826,qpp8_5,qpp14_5,,United Kingdom Independence Party (UKIP),United Kingdom Independence Party,7.85,3.83,1826951,8,51951,1108,1826951,8,3,4
UK,1826,qpp8_6,qpp14_6,,Scottish National Party (SNP),Scottish National Party,4.88,5.16,1826902,10,51902,1105,1826902,4,5,6
UK,1826,qpp8_7,qpp14_7,,Plaid Cymru (Plaid),Party of Wales,4.68,5.05,1826901,11,51901,1106,1826901,5,6,7
UK,1826,,,,Sinn Féin (SF),Sinn Fein,,,1826210,1,51953,,1826210,14,10,11
UK,1826,,,,Democratic Unionist Party (DUP),Democratic Unionist Party,,,1826903,2,51903,,1826903,13,11,12
UK,1826,,,,Social Democratic & Labour Party (SDLP),Social Democratic & Labour Party,,,1826724,4,51340,,1826724,6,13,14
UK,1826,,,,The British National Party (BNP),British National Party,,,1826720,9,51701,,1826720,9,4,5
UK,1826,,,,Ulster Unionist Party \ Conservative & Ulster Unionist Alliance (UUP),Ulster Unionist Party / Conservative & Ulster Unionist Alliance,,,20,3,,,,15,12,13
UK,1826,,,,[Other parties Northern Ireland] ([Others] NI),Other parties Northern Ireland,,,20,5,,,,,14,15
UK,1826,,,,The Christian Party (CP),Christian Party,,,,,,,20,10,,
UK,1826,,,,English Democrats,English Democrats,,,,,,,20,11,,
UK,1826,,,,Socialist Labour Party,Socialist Labour Party,,,,,,,20,12,,
,,,,,,,,,,,,,,,,
Croatia,,,,,,,,,,,,,,,,
HR,1191,qpp8_1,qpp14_1,,Socijaldemokratska partija Hrvatske (SDP),Social Democratic Party of Croatia,2.63,5.35,1191002,,81220,3102,1191320***,,5,6
HR,1191,qpp8_2,qpp14_2,,Hrvatska narodna stranka (HNS),Croation People's Party,4.60,5.05,1191002,,81712,3105,1191412***,,6,7
HR,1191,qpp8_3,qpp14_3,,Hrvatska demokratska zajednica (HDZ),Croation Democratic Union,9.19,5.84,1191001,,81711,3101,1191511,2,1,2
HR,1191,qpp8_4,qpp14_4,,Hrvatska stranka prava dr. Ante Starčević (HSP AS),Croatian Party of Rights,8.63,5.12,1191001,,81713,3113,1191613,5,2,3
HR,1191,qpp8_5,qpp14_5,,Hrvatsko socijalno-liberalna stranka (HSLS),Croatian Social-Liberal Party,4.93,5.18,1191003,,81410,3113,1191410,7,11,12
HR,1191,qpp8_6,qpp14_6,,Hrvatski demokratski savez Slavonije i Baranje (HDSSB),Croatian Democratic Assembly of Slavonia and Baranja,7.73,5.16,191004,,81952,3107,1191952,9,13,14
HR,1191,qpp8_7,qpp14_7,,Hrvatski laburisti - Stranka rada (HL-SR),Croatian Labouristi - Labour Party,4.89,5.47,1191330,5,81230,3112,1191330,8,14,15
HR,1191,qpp8_8,qpp14_8,,Održivi Razvoj Hrvatske(ORaH),Sustainable Development of Croatia,4.56,6.14,1191110,6,,3114,1191110***,,15,16
HR,1191,,,,Hrvatska demokratska zajednica (HDZ) + Hrvatska stranka prava dr. Ante Starčević (HSP AS) + Blok umirovljenici zajedno (BUZ) + Hrvatska seljačka stranka (HSS) + Zagorska demokratska stranka (ZDS) + Hrvatska demokršćanska stranka (HDS),Coalition HDZ (1191511) + HSP AS (1191613)+HSS (1191810)+others  ,,,1191002,1,,3101+3103+3113,,,,
HR,1191,,,,Socijaldemokratska partija Hrvatske (SDP) + Hrvatska narodna stranka (HNS) + Hrvatska stranka umirovljenika (HSU) + Samostalna demokratska srpska stranka (SDSS) + Istarski demokratski sabor (IDS),Coalition SDP (1191320) + HNS (1191412) + IDS (1191953)+others,,,1191002,2,,3102+ 3105+3106,,1,,
HR,1191,,,,Nacionalni forum (NF) + Hrvatska socijalno liberalna stranka (HSLS) + Primorsko goranski savez (PGS) + Lista za Rijeku (RI),Coalition HSLS (1191410)  + others,,,1191003,3,,3104+,,,,
HR,1191,,,,Hrvatska zora stranka naroda (HZ) + Hrvatski demokratski savez Slavonije i Baranje (HDSSB) + Akcija za bolju hrvatsku (ABH) + Autohtona - hrvatska seljačka stranka (AHSS) + Hrvatski rast (HRAST) + Hrvatska stranka prava (HSP) + Obiteljska stranka (OS) + Zavjet za Hrvatsku (ZZH),Coalition  HDSSB (1191952) + others,,,1191004,4,,3107+,,,,
HR,1191,,,,Hrvatska seljačka stranka (HSS),Croatian Peasant Party,,,,,81810,3103,1191810,3,4,5
HR,1191,,,,Hrvatska stranka prava (HSP),Croatian Party of Rights,,,,,81713,3109,1191713,4,16,17
HR,1191,,,,Blok umirovljenici zajedno (BUZ),Block Retirees Together,,,,,,,,6,3,4
HR,1191,,,,Hrvatska stranka umirovljenika (HSU),Croatian Party of Pensioners,,,,,,,,,7,8
HR,1191,,,,Samostalna demokratska srpska stranka (SDSS),Independent Democratic Serbian Party,,,,,,,,,8,9
HR,1191,,,,Istarski demokratski sabor  (IDS),Istrian Democratic Assembly,,,,,81953,3106,1191953***,,9,10
HR,1191,,,,Nacionalni forum (NL),National Forum,,,,,,,,,10,11
HR,1191,,,,Primorsko goranski savez (PGS),Alliance of Primorje-Gorski Kotar,,,,,,,20,,12,13
HR,1191,,,,Hrvatski rast (Hrast),Croatian Growth,,,,,,,20,,17,18
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
